what,kind,bundleId,bundleVersion,description,time
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1299956977010
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1299956981122
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299956982618
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299956982810
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1299956987657
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1299956996131
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299956998828
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299957192490
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299957203011
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299957569521
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1299957582863
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1299957590915
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1299957604732
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1299957656671
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299957658513
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299957659807
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1299957661628
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1299957664309
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299957665227
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299957665757
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1299957672050
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299957685468
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299957685583
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299957693083
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299957742889
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299957743771
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299957744700
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1299957754621
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1299957763714
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1299957764032
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299957805424
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299957830752
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1299957840820
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1299957840995
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1299957841140
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1299957841277
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1299957842374
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1299957842681
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1299957842834
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1299957842952
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1299957843200
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1299957863727
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1299957870373
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1299957870731
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1299957876343
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1299957878041
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299957883603
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299957883756
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299957886283
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299957886453
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1299957918012
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1299957919641
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1299957941839
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299957942869
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299957943072
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1299957947270
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1299957961676
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1299957961816
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1299957961950
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1299957962972
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1299957965383
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1299957966191
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1299957975887
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1299957976062
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1299957976191
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1299957976335
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1299957976476
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1299957976598
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1299957981509
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1299957994272
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299957995190
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299957995858
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299957999371
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299958032128
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299958100559
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299958128378
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1299958136459
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1299958141305
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1299958142984
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1299958143198
error,log,,,"The URL ""bundleentry://148.fwk243323391/icons/full/obj16/search_ref_obj.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1299958167444
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1299958180114
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1299958180468
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.redo",1299958182294
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1299958199355
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1299958200588
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1299958208526
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299958217790
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299958850250
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299958925221
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299958926168
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299958927153
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299958928455
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299958928918
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299958961194
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1299958964509
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1299958964702
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1299958973346
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1299958975982
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299958977003
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299958977207
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1299958981254
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1299958985382
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1299958985876
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1299958985980
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1299958986186
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299958992810
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299958994894
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1299959004533
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1299959017928
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1299959020077
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1299959051978
error,log,,,"The URL ""bundleentry://143.fwk243323391/icons/full/wizban/newtest_wiz.png"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1299959079079
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299959079118
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299959099090
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1299959099493
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1299959099568
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299959125469
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299959125485
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1299959127633
executed,command,,,"com.android.ide.eclipse.adt.junit.launchShortcut.run",1299959160826
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299959160881
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299959162582
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299959162892
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299959165194
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1299959166499
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1299959167696
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299959174212
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299959174333
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1299959182938
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1299959183204
