what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1299966261953
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1299966267164
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299966280294
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299966291884
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1299966313513
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1299966319498
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299966323609
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299966344409
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1299966348299
started,bundle,org.eclipse.mylyn.resources.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.resources.ui",1299966348456
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1299966348519
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299966369439
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299966437853
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1299966455625
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1299966455866
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1299966469453
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299966506431
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299966508687
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299966569469
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299966601338
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299966623454
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299966783658
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1299966804010
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1299966817763
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1299966833119
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1299966834858
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1299966852034
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1299966905318
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1299966927607
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299966965524
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299967013725
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1299967019679
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1299967026803
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299967028583
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299967028807
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1299967068309
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1299967070068
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1299967078650
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1299967082456
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1299967090529
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1299967100883
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1299967105404
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299967110897
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299967128922
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1299967159286
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1299967165295
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299967166773
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299967168189
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299967169030
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299967336927
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1299967350648
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1299967352008
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1299967355129
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1299967358210
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1299967362102
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1299967381571
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1299967397087
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299967404119
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299967405096
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1299967429352
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1299967429697
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1299967493560
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1299967493768
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299967504673
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299967505456
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299967522742
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299967523255
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1299967526628
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1299967559213
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1299967562672
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1299967564681
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1299967565944
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1299967570410
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1299967572667
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1299967588911
error,log,,,"The URL ""bundleentry://148.fwk1615734796/icons/full/obj16/methpri_obj.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1299967591939
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1299967591988
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1299967612129
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1299967613447
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1299967613605
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1299967615749
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1299967617216
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1299967622035
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1299967643407
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1299967644426
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1299967659953
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1299967673929
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1299967702398
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1299967732158
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1299967732365
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1299967732827
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1299967732999
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1299967733337
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1299967734163
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1299967734795
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1299967740355
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1299967744405
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1299967755471
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299967798914
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299967800737
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1299967804073
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299967805405
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299967806879
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1299967807759
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299967810007
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299967811346
error,log,,,"The URL ""bundleentry://148.fwk1615734796/icons/full/eview16/browse_persp.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1299967816132
error,log,,,"The URL ""bundleentry://209.fwk1615734796/icons/full/eview16/synch_synch.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1299967816139
error,log,,,"The URL ""bundleentry://266.fwk1615734796/icons/full/xml_perspective.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1299967816145
error,log,,,"The URL ""bundleentry://24.fwk1615734796/icons/full/eview16/ant_view.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1299967817521
error,log,,,"The URL ""bundleentry://148.fwk1615734796/icons/full/eview16/browse_persp.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1299967818437
error,log,,,"The URL ""bundleentry://209.fwk1615734796/icons/full/eview16/synch_synch.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1299967818444
error,log,,,"The URL ""bundleentry://266.fwk1615734796/icons/full/xml_perspective.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1299967818450
error,log,,,"The URL ""bundleentry://51.fwk1615734796/icons/full/eview16/debug_persp.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1299967819815
error,log,,,"The URL ""bundleentry://148.fwk1615734796/icons/full/eview16/browse_persp.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1299967819821
error,log,,,"The URL ""bundleentry://148.fwk1615734796/icons/full/eview16/hierch_persp.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1299967819825
error,log,,,"The URL ""bundleentry://209.fwk1615734796/icons/full/eview16/synch_synch.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1299967819832
error,log,,,"The URL ""bundleentry://266.fwk1615734796/icons/full/xml_perspective.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1299967819836
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299967819845
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299967825592
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.perspectives.showPerspective",1299967825610
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.perspectives.showPerspective",1299967825610
opened,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.TaskList",1299967830027
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.TaskList",1299967830058
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1299967833280
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1299967833337
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1299967838529
error,log,,,"The URL ""bundleentry://24.fwk1615734796/icons/full/eview16/ant_view.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1299967847359
opened,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1299967850238
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1299967850286
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.views.showView",1299967850287
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1299967854399
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1299967865096
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1299967865245
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1299967866987
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1299967868772
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1299967868983
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1299967869048
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1299967872741
activated,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1299967878739
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299967881372
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299967890242
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299967892489
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299967903102
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1299967903134
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299967908620
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299968315234
error,log,,,"The URL ""bundleentry://148.fwk1615734796/icons/full/eview16/browse_persp.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1299968321820
error,log,,,"The URL ""bundleentry://209.fwk1615734796/icons/full/eview16/synch_synch.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1299968321827
error,log,,,"The URL ""bundleentry://266.fwk1615734796/icons/full/xml_perspective.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1299968321833
error,log,,,"The URL ""bundleentry://24.fwk1615734796/icons/full/eview16/ant_view.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1299968324442
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299968331394
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299968335023
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299968335310
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1299968335542
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1299968335543
stopped,bundle,org.eclipse.ant.launching,1.0.1.v20101020_r362,"org.eclipse.ant.launching",1299968335543
stopped,bundle,org.eclipse.compare.win32,1.0.101.R36x_v20101103-0618,"org.eclipse.compare.win32",1299968335544
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1299968335545
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1299968335545
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1299968335545
stopped,bundle,com.android.ide.eclipse.adt,10.0.0.v201102162101-104271,"com.android.ide.eclipse.adt",1299968335545
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1299968335545
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1299968335547
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1299968335547
stopped,bundle,com.android.ide.eclipse.traceview,10.0.0.v201102162101-104271,"com.android.ide.eclipse.traceview",1299968335547
stopped,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1299968335562
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1299968335562
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.304.v201101251958,"org.eclipse.wst.xsd.ui",1299968335576
stopped,bundle,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui",1299968335576
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1299968335577
stopped,bundle,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui",1299968335577
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1299968335581
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1299968335581
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1299968335581
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1299968335582
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1299968335582
stopped,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1299968335582
stopped,bundle,org.eclipse.mylyn.resources.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.resources.ui",1299968335582
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.3.1.v20100823-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1299968335583
stopped,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1299968335583
stopped,bundle,org.eclipse.mylyn.help.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.help.ui",1299968335584
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.4.1.v20100823-0100-e3x,"org.eclipse.mylyn.tasks.bugs",1299968335585
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1299968335585
stopped,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1299968335585
stopped,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1299968335585
stopped,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1299968335585
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1299968335585
stopped,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1299968335591
stopped,bundle,org.eclipse.mylyn.wikitext.ui,1.3.0.v20100608-0100-e3x,"org.eclipse.mylyn.wikitext.ui",1299968335592
stopped,bundle,com.android.ide.eclipse.hierarchyviewer,10.0.0.v201102162101-104271,"com.android.ide.eclipse.hierarchyviewer",1299968335592
stopped,bundle,com.android.ide.eclipse.ddms,10.0.0.v201102162101-104271,"com.android.ide.eclipse.ddms",1299968335592
stopped,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1299968335592
stopped,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1299968335592
stopped,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1299968335592
